-15001 , -7500.5
-23610 , -11805.0
6249 , 3124.5
-14221 , -7110.5
23633 , 11816.5
-8961 , -4480.5
5194 , 2597.0
-10004 , -5002.0
-24791 , -12395.5
-819 , -409.5
-10054 , -5027.0
22443 , 11221.5
-15886 , -7943.0
-24837 , -12418.5
10723 , 5361.5
24902 , 12451.0
-32644 , -16322.0
-7486 , -3743.0
-30636 , -15318.0
-22536 , -11268.0
-23781 , -11890.5
27112 , 13556.0
19943 , 9971.5
-15475 , -7737.5
-28810 , -14405.0
-23206 , -11603.0
31022 , 15511.0
-3485 , -1742.5
16947 , 8473.5
22431 , 11215.5
17609 , 8804.5
-30822 , -15411.0
31590 , 15795.0
-8910 , -4455.0
-12275 , -6137.5
22455 , 11227.5
14897 , 7448.5
25688 , 12844.0
-20317 , -10158.5
22874 , 11437.0
-7899 , -3949.5
2397 , 1198.5
12549 , 6274.5
8983 , 4491.5
10328 , 5164.0
-9495 , -4747.5
1118 , 559.0
10452 , 5226.0
15787 , 7893.5
3250 , 1625.0
20685 , 10342.5
24774 , 12387.0
-2405 , -1202.5
7860 , 3930.0
-23468 , -11734.0
1553 , 776.5
17422 , 8711.0
-25214 , -12607.0
30836 , 15418.0
1601 , 800.5
29985 , 14992.5
15677 , 7838.5
3548 , 1774.0
28807 , 14403.5
-26000 , -13000.0
24041 , 12020.5
18494 , 9247.0
21665 , 10832.5
16961 , 8480.5
30945 , 15472.5
11772 , 5886.0
-23705 , -11852.5
574 , 287.0
-8447 , -4223.5
18046 , 9023.0
-21865 , -10932.5
14826 , 7413.0
-13604 , -6802.0
21355 , 10677.5
-2154 , -1077.0
22415 , 11207.5
9272 , 4636.0
-10148 , -5074.0
-12758 , -6379.0
-15636 , -7818.0
-848 , -424.0
21563 , 10781.5
-30981 , -15490.5
6706 , 3353.0
19631 , 9815.5
3388 , 1694.0
3924 , 1962.0
2540 , 1270.0
-25832 , -12916.0
-37 , -18.5
9308 , 4654.0
30978 , 15489.0
-14310 , -7155.0
-1794 , -897.0
15171 , 7585.5
-16133 , -8066.5
-22790 , -11395.0
24234 , 12117.0
17210 , 8605.0
1531 , 765.5
9513 , 4756.5
28113 , 14056.5
-16410 , -8205.0
28677 , 14338.5
16700 , 8350.0
14204 , 7102.0
18324 , 9162.0
-6795 , -3397.5
-28712 , -14356.0
-27202 , -13601.0
10337 , 5168.5
3209 , 1604.5
27129 , 13564.5
12124 , 6062.0
-22853 , -11426.5
13992 , 6996.0
-17255 , -8627.5
13839 , 6919.5
